id,Name,Date_string,Time_string,Event,Status,Latitude,Longitude,MaxiumWind,MinimumPressure,Date,sst,Lat,Long,oni_score,oni_flag
"AL112015","            JOAQUIN","20151004","600","  "," HU","28.9","-68.3","105","949","2015-10-04","27.295","29","-68","2.3","1"
"AL112015","            JOAQUIN","20151004","1200","  "," HU","30.4","-67.2","95","956","2015-10-04","26.983124","30","-67","2.3","1"
"AL112015","            JOAQUIN","20151004","1800","  "," HU","31.6","-66.5","85","958","2015-10-04","27.010624","32","-66","2.3","1"
"AL112015","            JOAQUIN","20151005","0","  "," HU","32.6","-66","75","961","2015-10-05","26.79625","33","-66","2.3","1"
"AL112015","            JOAQUIN","20151005","600","  "," HU","33.6","-65.6","75","964","2015-10-05","26.630625","34","-66","2.3","1"
"AL112015","            JOAQUIN","20151005","1200","  "," HU","34.4","-65.2","75","964","2015-10-05","26.718124","34","-65","2.3","1"
"AL112015","            JOAQUIN","20151005","1800","  "," HU","35.3","-64.5","75","964","2015-10-05","26.040625","35","-64","2.3","1"
"AL112015","            JOAQUIN","20151006","0","  "," HU","36.2","-63.6","75","967","2015-10-06","26.09875","36","-64","2.3","1"
"AL112015","            JOAQUIN","20151006","600","  "," HU","37","-62.3","75","970","2015-10-06","26.283125","37","-62","2.3","1"
"AL112015","            JOAQUIN","20151006","1200","  "," HU","37.9","-60.4","70","974","2015-10-06","26.914999","38","-60","2.3","1"
"AL112015","            JOAQUIN","20151006","1800","  "," HU","38.8","-58","70","974","2015-10-06","26.911875","39","-58","2.3","1"
"AL112015","            JOAQUIN","20151007","0","  "," HU","39.6","-54.9","70","974","2015-10-07","27.065624","40","-55","2.3","1"
"AL112015","            JOAQUIN","20151007","600","  "," HU","40.3","-51.5","65","977","2015-10-07","25.33","40","-52","2.3","1"
"AL112015","            JOAQUIN","20151007","1200","  "," TS","41","-47.5","60","977","2015-10-07","20.18875","41","-48","2.3","1"
"AL112015","            JOAQUIN","20151007","1800","  "," TS","41.5","-43.3","60","977","2015-10-07","21.606874","42","-43","2.3","1"
"AL112015","            JOAQUIN","20151008","0","  "," LO","41.9","-39.1","55","977","2015-10-08","19.682499","42","-39","2.3","1"
"AL112015","            JOAQUIN","20151008","600","  "," LO","42.4","-35","50","977","2015-10-08","19.554375","42","-35","2.3","1"
"AL112015","            JOAQUIN","20151008","1200","  "," LO","43","-31","45","980","2015-10-08","17.259375","43","-31","2.3","1"
"AL112015","            JOAQUIN","20151008","1800","  "," LO","43.5","-27.3","45","984","2015-10-08","16.99625","44","-27","2.3","1"
"AL112015","            JOAQUIN","20151009","0","  "," EX","43.9","-24.1","45","987","2015-10-09","17.501875","44","-24","2.3","1"
"AL112015","            JOAQUIN","20151009","600","  "," EX","44.1","-21.9","45","988","2015-10-09","16.756874","44","-22","2.3","1"
"AL112015","            JOAQUIN","20151009","1200","  "," EX","44.2","-19.9","45","988","2015-10-09","17.07375","44","-20","2.3","1"
"AL112015","            JOAQUIN","20151009","1800","  "," EX","44.1","-18.2","40","989","2015-10-09","16.574999","44","-18","2.3","1"
"AL112015","            JOAQUIN","20151010","0","  "," EX","43.8","-16.4","35","992","2015-10-10","17.293125","44","-16","2.3","1"
"AL112015","            JOAQUIN","20151010","600","  "," EX","43.4","-15","35","993","2015-10-10","18.060625","43","-15","2.3","1"
"AL112015","            JOAQUIN","20151010","1200","  "," EX","43.1","-13.9","35","996","2015-10-10","18.164375","43","-14","2.3","1"
"AL112015","            JOAQUIN","20151010","1800","  "," EX","42.8","-12.9","30","998","2015-10-10","18.068125","43","-13","2.3","1"
"AL112015","            JOAQUIN","20151011","0","  "," EX","42.5","-12","30","999","2015-10-11","18.12625","42","-12","2.3","1"
"AL112015","            JOAQUIN","20151011","600","  "," EX","42.2","-11.3","30","1000","2015-10-11","18.525","42","-11","2.3","1"
"AL112015","            JOAQUIN","20151011","1200","  "," EX","41.8","-10.8","35","1001","2015-10-11","18.525","42","-11","2.3","1"
"AL112015","            JOAQUIN","20151011","1800","  "," EX","41.2","-10.5","35","1001","2015-10-11","18.922499","41","-10","2.3","1"
"AL112015","            JOAQUIN","20151012","0","  "," EX","40.4","-10.2","35","1002","2015-10-12","19.3325","40","-10","2.3","1"
"AL112015","            JOAQUIN","20151012","600","  "," EX","39.8","-9.7","35","1002","2015-10-12","19.3325","40","-10","2.3","1"
"AL112015","            JOAQUIN","20151012","1200","  "," EX","39.5","-9.1","35","1003","2015-10-12","18.514","40","-9","2.3","1"
"AL112015","            JOAQUIN","20151012","1800","  "," EX","39.1","-8.8","30","1005","2015-10-12","18.539999","39","-9","2.3","1"
"AL112015","            JOAQUIN","20151013","0","  "," EX","38.6","-8.9","25","1007","2015-10-13","18.586666","39","-9","2.3","1"
"AL112015","            JOAQUIN","20151013","600","  "," EX","38","-9.1","20","1009","2015-10-13","19.591665","38","-9","2.3","1"
"AL112015","            JOAQUIN","20151013","1200","  "," EX","37.3","-9.2","20","1010","2015-10-13","19.916666","37","-9","2.3","1"
"AL112015","            JOAQUIN","20151013","1800","  "," EX","36.6","-9.1","20","1010","2015-10-13","19.916666","37","-9","2.3","1"
"AL112015","            JOAQUIN","20151014","0","  "," EX","36","-9","20","1011","2015-10-14","21.412498","36","-9","2.3","1"
"AL112015","            JOAQUIN","20151014","600","  "," EX","35.5","-8.7","20","1011","2015-10-14","21.412498","36","-9","2.3","1"
"AL112015","            JOAQUIN","20151014","1200","  "," EX","35.1","-8.4","20","1011","2015-10-14","22.395","35","-8","2.3","1"
"AL112015","            JOAQUIN","20151014","1800","  "," EX","35","-8","15","1012","2015-10-14","22.395","35","-8","2.3","1"
"AL112015","            JOAQUIN","20151015","0","  "," EX","35.2","-7.7","15","1012","2015-10-15","22.453749","35","-8","2.3","1"
"AL122015","               KATE","20151108","1800","  "," TD","22.2","-71.5","30","1010","2015-11-08","28.46875","22","-72","2.5","1"
"AL122015","               KATE","20151109","0","  "," TD","22.8","-72.6","30","1010","2015-11-09","28.584373","23","-73","2.5","1"
"AL122015","               KATE","20151109","600","  "," TS","23.4","-73.7","35","1010","2015-11-09","28.71875","23","-74","2.5","1"
"AL122015","               KATE","20151109","1200","  "," TS","24.1","-74.8","40","1008","2015-11-09","28.131874","24","-75","2.5","1"
"AL122015","               KATE","20151109","1800","  "," TS","25","-75.7","45","1008","2015-11-09","27.985624","25","-76","2.5","1"
"AL122015","               KATE","20151110","0","  "," TS","26.4","-76.2","50","1006","2015-11-10","27.598125","26","-76","2.5","1"
"AL122015","               KATE","20151110","600","  "," TS","28","-76.2","55","1003","2015-11-10","27.158749","28","-76","2.5","1"
"AL122015","               KATE","20151110","1200","  "," TS","29.5","-75.4","60","998","2015-11-10","26.434374","30","-75","2.5","1"
"AL122015","               KATE","20151110","1800","  "," TS","31.2","-74","60","993","2015-11-10","26.168125","31","-74","2.5","1"
"AL122015","               KATE","20151111","0","  "," HU","33.1","-71.3","65","990","2015-11-11","24.78625","33","-71","2.5","1"
"AL122015","               KATE","20151111","600","  "," HU","35.2","-67.6","70","985","2015-11-11","24.044374","35","-68","2.5","1"
"AL122015","               KATE","20151111","1200","  "," HU","36.2","-62.5","75","980","2015-11-11","23.29125","36","-62","2.5","1"
"AL122015","               KATE","20151111","1800","  "," HU","37.6","-58.2","65","980","2015-11-11","23.776875","38","-58","2.5","1"
"AL122015","               KATE","20151112","0","  "," EX","38.9","-55","65","980","2015-11-12","23.714375","39","-55","2.5","1"
"AL122015","               KATE","20151112","600","  "," EX","40","-52","65","980","2015-11-12","21.644999","40","-52","2.5","1"
"AL122015","               KATE","20151112","1200","  "," EX","41.3","-50.4","55","981","2015-11-12","19.991875","41","-50","2.5","1"
"AL122015","               KATE","20151112","1800","  "," EX","41.9","-49.9","55","983","2015-11-12","10.735","42","-50","2.5","1"
"AL122015","               KATE","20151113","0","  "," EX","41.5","-49.2","50","985","2015-11-13","13.365624","42","-49","2.5","1"
"AL122015","               KATE","20151113","600","  "," EX","40.8","-47.5","45","985","2015-11-13","18.976875","41","-48","2.5","1"
"AL122015","               KATE","20151113","1200","  "," EX","40.7","-45.4","45","987","2015-11-13","21.216875","41","-45","2.5","1"
"AL012016","               ALEX","20160107","0","  "," EX","26.6","-75.3","40","1010","2016-01-07","25.455624","27","-75","2.4","1"
"AL012016","               ALEX","20160107","600","  "," EX","27.6","-74.7","45","1003","2016-01-07","25.349375","28","-75","2.4","1"
"AL012016","               ALEX","20160107","1200","  "," EX","28.7","-73.8","50","997","2016-01-07","24.02875","29","-74","2.4","1"
"AL012016","               ALEX","20160107","1800","  "," EX","30","-72.5","55","987","2016-01-07","22.3675","30","-72","2.4","1"
"AL012016","               ALEX","20160108","0","  "," EX","31.4","-70.6","55","986","2016-01-08","22.528124","31","-71","2.4","1"
"AL012016","               ALEX","20160108","600","  "," EX","32.4","-68.8","55","986","2016-01-08","22.3975","32","-69","2.4","1"
"AL012016","               ALEX","20160108","1200","  "," EX","33","-67.1","45","991","2016-01-08","21.709375","33","-67","2.4","1"
"AL012016","               ALEX","20160108","1800","  "," EX","33.5","-65","45","991","2016-01-08","21.444374","34","-65","2.4","1"
"AL012016","               ALEX","20160109","0","  "," EX","34","-62.9","45","991","2016-01-09","21.158749","34","-63","2.4","1"
"AL012016","               ALEX","20160109","600","  "," EX","34.5","-60.5","50","991","2016-01-09","21.60375","34","-60","2.4","1"
"AL012016","               ALEX","20160109","1200","  "," EX","35","-58.3","55","989","2016-01-09","21.34","35","-58","2.4","1"
"AL012016","               ALEX","20160109","1800","  "," EX","35.1","-56.1","60","985","2016-01-09","21.23625","35","-56","2.4","1"
"AL012016","               ALEX","20160110","0","  "," EX","34.4","-54.2","65","981","2016-01-10","20.978125","34","-54","2.4","1"
"AL012016","               ALEX","20160110","600","  "," EX","33.7","-52.7","65","981","2016-01-10","20.774374","34","-53","2.4","1"
"AL012016","               ALEX","20160110","1200","  "," EX","32.9","-51.2","65","979","2016-01-10","21.905624","33","-51","2.4","1"
"AL012016","               ALEX","20160110","1800","  "," EX","32.1","-49.1","60","980","2016-01-10","21.411875","32","-49","2.4","1"
"AL012016","               ALEX","20160111","0","  "," EX","31.6","-46.5","55","980","2016-01-11","20.558125","32","-46","2.4","1"
"AL012016","               ALEX","20160111","600","  "," EX","31.6","-44.6","55","980","2016-01-11","19.9675","32","-45","2.4","1"
"AL012016","               ALEX","20160111","1200","  "," EX","31.3","-43.4","55","980","2016-01-11","21.22875","31","-43","2.4","1"
"AL012016","               ALEX","20160111","1800","  "," EX","30","-42.5","50","982","2016-01-11","21.510624","30","-42","2.4","1"
"AL012016","               ALEX","20160112","0","  "," EX","28.4","-41.7","50","985","2016-01-12","22.57","28","-42","2.4","1"
"AL012016","               ALEX","20160112","600","  "," EX","26.3","-40.2","50","988","2016-01-12","23.074375","26","-40","2.4","1"
"AL012016","               ALEX","20160112","1200","  "," EX","25","-38","50","988","2016-01-12","23.305","25","-38","2.4","1"
"AL012016","               ALEX","20160112","1800","  "," SS","25.1","-35.9","50","988","2016-01-12","23.38875","25","-36","2.4","1"
"AL012016","               ALEX","20160113","0","  "," SS","25.4","-34.7","50","988","2016-01-13","22.875624","25","-35","2.4","1"
"AL012016","               ALEX","20160113","600","  "," SS","25.6","-33.6","45","989","2016-01-13","22.899374","26","-34","2.4","1"
"AL012016","               ALEX","20160113","1200","  "," SS","26","-32.5","45","989","2016-01-13","22.4","26","-32","2.4","1"
"AL012016","               ALEX","20160113","1800","  "," SS","26.7","-31.4","45","990","2016-01-13","22.11375","27","-31","2.4","1"
"AL012016","               ALEX","20160114","0","  "," SS","27.9","-30.4","55","988","2016-01-14","21.91625","28","-30","2.4","1"
"AL012016","               ALEX","20160114","600","  "," HU","29.3","-29.6","65","985","2016-01-14","21.547499","29","-30","2.4","1"
"AL012016","               ALEX","20160114","1200","  "," HU","30.8","-28.7","75","981","2016-01-14","20.839375","31","-29","2.4","1"
"AL012016","               ALEX","20160114","1800","  "," HU","32.5","-28","75","981","2016-01-14","20.301874","32","-28","2.4","1"
"AL012016","               ALEX","20160115","0","  "," HU","33.9","-27.6","70","984","2016-01-15","18.39375","34","-28","2.4","1"
"AL012016","               ALEX","20160115","600","  "," HU","35.4","-27.2","65","986","2016-01-15","18.2025","35","-27","2.4","1"
"AL012016","               ALEX","20160115","1200","  "," TS","38","-27","55","986","2016-01-15","16.219376","38","-27","2.4","1"
"AL012016","               ALEX","20160115","1315"," L"," TS","38.7","-27.1","55","986","2016-01-15","15.205625","39","-27","2.4","1"
"AL012016","               ALEX","20160115","1800","  "," EX","41.5","-27.7","55","986","2016-01-15","14.17875","42","-28","2.4","1"
"AL012016","               ALEX","20160116","0","  "," EX","45.1","-28.9","55","984","2016-01-16","13.221874","45","-29","2.4","1"
"AL012016","               ALEX","20160116","600","  "," EX","48.9","-30.2","55","982","2016-01-16","10.926875","49","-30","2.4","1"
"AL012016","               ALEX","20160116","1200","  "," EX","53","-32","55","980","2016-01-16","5.69875","53","-32","2.4","1"
"AL012016","               ALEX","20160116","1800","  "," EX","56","-37","55","979","2016-01-16","4.558125","56","-37","2.4","1"
"AL012016","               ALEX","20160117","0","  "," EX","57","-42","70","978","2016-01-17","3.400625","57","-42","2.4","1"
"AL022016","             BONNIE","20160527","600","  "," LO","27.2","-72.1","30","1010","2016-05-27","26.418125","27","-72","0.5","1"
"AL022016","             BONNIE","20160527","1200","  "," LO","27.7","-73.1","30","1009","2016-05-27","25.305624","28","-73","0.5","1"
"AL022016","             BONNIE","20160527","1800","  "," TD","28.3","-74.4","30","1009","2016-05-27","25.696249","28","-74","0.5","1"
"AL022016","             BONNIE","20160528","0","  "," TD","28.8","-75.5","30","1009","2016-05-28","26.148125","29","-76","0.5","1"
"AL022016","             BONNIE","20160528","600","  "," TD","29.4","-76.7","30","1009","2016-05-28","25.9425","29","-77","0.5","1"
"AL022016","             BONNIE","20160528","1200","  "," TS","30","-78","35","1008","2016-05-28","25.54625","30","-78","0.5","1"
"AL022016","             BONNIE","20160528","1800","  "," TS","30.7","-79.1","40","1008","2016-05-28","27.036875","31","-79","0.5","1"
"AL022016","             BONNIE","20160529","0","  "," TS","31","-79.4","40","1007","2016-05-29","27.180624","31","-79","0.5","1"
"AL022016","             BONNIE","20160529","600","  "," TS","31.7","-79.4","35","1007","2016-05-29","27.285624","32","-79","0.5","1"
"AL022016","             BONNIE","20160529","1200","  "," TD","32.7","-79.7","30","1007","2016-05-29","24.307499","33","-80","0.5","1"
"AL022016","             BONNIE","20160529","1230"," L"," TD","32.8","-79.8","30","1007","2016-05-29","24.307499","33","-80","0.5","1"
"AL022016","             BONNIE","20160529","1800","  "," TD","33","-80.3","30","1010","2016-05-29","24.307499","33","-80","0.5","1"
"AL022016","             BONNIE","20160530","0","  "," TD","32.7","-80.3","25","1011","2016-05-30","24.412498","33","-80","0.5","1"
"AL022016","             BONNIE","20160530","600","  "," TD","33.1","-80","25","1011","2016-05-30","24.412498","33","-80","0.5","1"
"AL022016","             BONNIE","20160530","1200","  "," LO","33.3","-79.8","25","1012","2016-05-30","24.412498","33","-80","0.5","1"
"AL022016","             BONNIE","20160530","1800","  "," LO","33.4","-79.6","25","1011","2016-05-30","24.412498","33","-80","0.5","1"
"AL022016","             BONNIE","20160531","0","  "," LO","33.2","-79.3","25","1009","2016-05-31","24.944284","33","-79","0.5","1"
"AL022016","             BONNIE","20160531","600","  "," LO","33.1","-78.8","25","1007","2016-05-31","24.944284","33","-79","0.5","1"
"AL022016","             BONNIE","20160531","1200","  "," LO","33.2","-78.4","25","1007","2016-05-31","25.885624","33","-78","0.5","1"
"AL022016","             BONNIE","20160531","1800","  "," LO","33.3","-78","25","1007","2016-05-31","25.885624","33","-78","0.5","1"
"AL022016","             BONNIE","20160601","0","  "," LO","33.4","-77.7","20","1008","2016-06-01","26.061874","33","-78","0.1","0"
"AL022016","             BONNIE","20160601","600","  "," LO","33.4","-77.3","20","1009","2016-06-01","27.51","33","-77","0.1","0"
"AL022016","             BONNIE","20160601","1200","  "," LO","33.4","-76.9","20","1009","2016-06-01","27.51","33","-77","0.1","0"
"AL022016","             BONNIE","20160601","1800","  "," LO","33.5","-76.4","20","1010","2016-06-01","26.605","34","-76","0.1","0"
"AL022016","             BONNIE","20160602","0","  "," TD","34.1","-76","20","1010","2016-06-02","27.389374","34","-76","0.1","0"
"AL022016","             BONNIE","20160602","600","  "," TD","34.7","-75.7","25","1010","2016-06-02","25.57","35","-76","0.1","0"
"AL022016","             BONNIE","20160602","1200","  "," TD","35.1","-75.4","25","1009","2016-06-02","26.608124","35","-75","0.1","0"
"AL022016","             BONNIE","20160602","1800","  "," TD","35.4","-75","30","1008","2016-06-02","26.608124","35","-75","0.1","0"
"AL022016","             BONNIE","20160603","0","  "," TD","35.6","-74.5","30","1006","2016-06-03","26.0375","36","-74","0.1","0"
"AL022016","             BONNIE","20160603","600","  "," TD","35.7","-73.7","30","1006","2016-06-03","26.0375","36","-74","0.1","0"
"AL022016","             BONNIE","20160603","1200","  "," TS","35.9","-72.6","35","1006","2016-06-03","26.24625","36","-73","0.1","0"
"AL022016","             BONNIE","20160603","1800","  "," TS","35.9","-71.4","35","1006","2016-06-03","25.404999","36","-71","0.1","0"
"AL022016","             BONNIE","20160604","0","  "," TS","35.9","-70.2","35","1006","2016-06-04","24.349375","36","-70","0.1","0"
"AL022016","             BONNIE","20160604","600","  "," TS","35.9","-68.9","35","1006","2016-06-04","23.852499","36","-69","0.1","0"
"AL022016","             BONNIE","20160604","1200","  "," TD","35.6","-67.3","30","1007","2016-06-04","23.990623","36","-67","0.1","0"
"AL022016","             BONNIE","20160604","1800","  "," TD","35.1","-65.9","30","1008","2016-06-04","23.568125","35","-66","0.1","0"
"AL022016","             BONNIE","20160605","0","  "," LO","34.8","-64.6","25","1009","2016-06-05","23.779375","35","-65","0.1","0"
"AL022016","             BONNIE","20160605","600","  "," LO","34.3","-63","25","1011","2016-06-05","24.173124","34","-63","0.1","0"
"AL022016","             BONNIE","20160605","1200","  "," LO","33.8","-61.2","25","1011","2016-06-05","23.878124","34","-61","0.1","0"
"AL022016","             BONNIE","20160605","1800","  "," LO","33.4","-59.2","25","1012","2016-06-05","24.279999","33","-59","0.1","0"
"AL022016","             BONNIE","20160606","0","  "," LO","33","-57.1","25","1013","2016-06-06","24.182499","33","-57","0.1","0"
"AL022016","             BONNIE","20160606","600","  "," LO","32.4","-54.5","25","1013","2016-06-06","24.981874","32","-54","0.1","0"
"AL022016","             BONNIE","20160606","1200","  "," LO","31.6","-51.5","25","1014","2016-06-06","24.434374","32","-52","0.1","0"
"AL022016","             BONNIE","20160606","1800","  "," LO","31","-48.7","25","1014","2016-06-06","24.385","31","-49","0.1","0"
"AL022016","             BONNIE","20160607","0","  "," LO","30.3","-46.2","25","1015","2016-06-07","24.74625","30","-46","0.1","0"
"AL022016","             BONNIE","20160607","600","  "," LO","29.6","-42.9","25","1015","2016-06-07","24.03125","30","-43","0.1","0"
"AL022016","             BONNIE","20160607","1200","  "," LO","29.2","-40.3","30","1015","2016-06-07","24.22375","29","-40","0.1","0"
"AL022016","             BONNIE","20160607","1800","  "," EX","28.9","-38","30","1015","2016-06-07","23.414375","29","-38","0.1","0"
"AL022016","             BONNIE","20160608","0","  "," EX","28.8","-36.2","30","1015","2016-06-08","24.138124","29","-36","0.1","0"
"AL022016","             BONNIE","20160608","600","  "," EX","28.9","-34.7","25","1015","2016-06-08","23.905624","29","-35","0.1","0"
"AL022016","             BONNIE","20160608","1200","  "," EX","29.1","-33.5","25","1016","2016-06-08","23.096874","29","-34","0.1","0"
"AL022016","             BONNIE","20160608","1800","  "," EX","29.5","-32.5","25","1016","2016-06-08","23.0675","30","-32","0.1","0"
"AL022016","             BONNIE","20160609","0","  "," EX","29.9","-31.7","25","1019","2016-06-09","22.831875","30","-32","0.1","0"
"AL022016","             BONNIE","20160609","600","  "," EX","30.2","-30.9","25","1018","2016-06-09","22.564999","30","-31","0.1","0"
"AL022016","             BONNIE","20160609","1200","  "," EX","30.4","-30.2","25","1018","2016-06-09","22.486874","30","-30","0.1","0"
"AL022016","             BONNIE","20160609","1800","  "," EX","30.6","-29.5","25","1020","2016-06-09","21.970625","31","-30","0.1","0"
"AL032016","              COLIN","20160605","1200","  "," TD","21.6","-88","30","1005","2016-06-05","27.12875","22","-88","0.1","0"
"AL032016","              COLIN","20160605","1800","  "," TS","22.4","-87.9","35","1005","2016-06-05","27.12875","22","-88","0.1","0"
"AL032016","              COLIN","20160606","0","  "," TS","23.2","-87.8","35","1003","2016-06-06","28.295624","23","-88","0.1","0"
"AL032016","              COLIN","20160606","600","  "," TS","24.6","-87.6","40","1004","2016-06-06","28.0725","25","-88","0.1","0"
"AL032016","              COLIN","20160606","1200","  "," TS","26.4","-87.3","45","1004","2016-06-06","27.84375","26","-87","0.1","0"
"AL032016","              COLIN","20160606","1800","  "," TS","28.1","-86.1","45","1003","2016-06-06","27.243124","28","-86","0.1","0"
"AL032016","              COLIN","20160607","0","  "," TS","29.4","-84.3","45","1001","2016-06-07","26.16375","29","-84","0.1","0"
"AL032016","              COLIN","20160607","200"," L"," TS","29.8","-83.6","45","1001","2016-06-07","26.804443","30","-84","0.1","0"
"AL032016","              COLIN","20160607","600","  "," TS","30.7","-82.1","45","1003","2016-06-07","","31","-82","0.1","0"
"AL032016","              COLIN","20160607","1200","  "," EX","33.2","-78.5","45","1000","2016-06-07","26.68875","33","-78","0.1","0"
"AL032016","              COLIN","20160607","1800","  "," EX","35.5","-74.4","50","996","2016-06-07","27.072498","36","-74","0.1","0"
"AL032016","              COLIN","20160608","0","  "," EX","38","-70","50","994","2016-06-08","26.3025","38","-70","0.1","0"
"AL032016","              COLIN","20160608","600","  "," EX","40","-65","50","992","2016-06-08","20.779999","40","-65","0.1","0"
"AL032016","              COLIN","20160608","1200","  "," EX","41","-61","50","988","2016-06-08","20.44875","41","-61","0.1","0"
"AL032016","              COLIN","20160608","1800","  "," EX","43","-58","45","987","2016-06-08","13.02125","43","-58","0.1","0"
"AL042016","           DANIELLE","20160618","1800","  "," LO","19.4","-91.6","25","1010","2016-06-18","29.446922","19","-92","0.1","0"
"AL042016","           DANIELLE","20160619","0","  "," LO","19.7","-92.3","25","1009","2016-06-19","28.74125","20","-92","0.1","0"
"AL042016","           DANIELLE","20160619","600","  "," LO","19.9","-93.2","25","1009","2016-06-19","29.101875","20","-93","0.1","0"
"AL042016","           DANIELLE","20160619","1200","  "," TD","19.9","-94.1","30","1008","2016-06-19","29.319374","20","-94","0.1","0"
"AL042016","           DANIELLE","20160619","1800","  "," TD","19.8","-94.6","30","1009","2016-06-19","29.618124","20","-95","0.1","0"
"AL042016","           DANIELLE","20160620","0","  "," TD","19.8","-95.1","30","1008","2016-06-20","29.508125","20","-95","0.1","0"
"AL042016","           DANIELLE","20160620","600","  "," TS","20","-95.5","35","1008","2016-06-20","29.55375","20","-96","0.1","0"
"AL042016","           DANIELLE","20160620","1200","  "," TS","20.7","-96.1","40","1007","2016-06-20","29.573124","21","-96","0.1","0"
"AL042016","           DANIELLE","20160620","1800","  "," TS","21.3","-96.8","35","1008","2016-06-20","28.873571","21","-97","0.1","0"
"AL042016","           DANIELLE","20160620","2200"," L"," TS","21.2","-97.4","35","1009","2016-06-20","28.873571","21","-97","0.1","0"
"AL042016","           DANIELLE","20160621","0","  "," TD","21.1","-97.8","30","1010","2016-06-21","","21","-98","0.1","0"
"AL042016","           DANIELLE","20160621","600","  "," LO","20.8","-98.7","20","1013","2016-06-21","","21","-99","0.1","0"
"AL052016","               EARL","20160802","600","  "," TS","16.3","-77.5","40","1004","2016-08-02","28.905624","16","-78","-0.5","-1"
"AL052016","               EARL","20160802","1200","  "," TS","16.3","-79.2","40","1003","2016-08-02","28.914999","16","-79","-0.5","-1"
"AL052016","               EARL","20160802","1800","  "," TS","16.3","-80.8","45","1001","2016-08-02","28.714375","16","-81","-0.5","-1"
"AL052016","               EARL","20160803","0","  "," TS","16.4","-82.2","55","994","2016-08-03","29.199999","16","-82","-0.5","-1"
"AL052016","               EARL","20160803","600","  "," TS","16","-83.1","55","993","2016-08-03","29.520624","16","-83","-0.5","-1"
"AL052016","               EARL","20160803","1200","  "," TS","16.3","-84.3","60","989","2016-08-03","29.267857","16","-84","-0.5","-1"
"AL052016","               EARL","20160803","1800","  "," HU","16.9","-85.4","65","988","2016-08-03","28.993124","17","-85","-0.5","-1"
"AL052016","               EARL","20160804","0","  "," HU","17.3","-86.9","70","984","2016-08-04","29.065624","17","-87","-0.5","-1"
"AL052016","               EARL","20160804","400"," L"," HU","17.4","-87.8","75","979","2016-08-04","29.441666","17","-88","-0.5","-1"
"AL052016","               EARL","20160804","600"," L"," HU","17.4","-88.3","75","979","2016-08-04","29.441666","17","-88","-0.5","-1"
"AL052016","               EARL","20160804","1200","  "," TS","17.4","-89.4","60","989","2016-08-04","","17","-89","-0.5","-1"
"AL052016","               EARL","20160804","1800","  "," TS","17.6","-90.3","40","995","2016-08-04","","18","-90","-0.5","-1"
"AL052016","               EARL","20160805","0","  "," TS","18","-91.2","35","1000","2016-08-05","","18","-91","-0.5","-1"
"AL052016","               EARL","20160805","600","  "," TS","18.3","-92.3","35","1001","2016-08-05","","18","-92","-0.5","-1"
"AL052016","               EARL","20160805","1200","  "," TS","18.5","-93.5","40","1001","2016-08-05","28.661999","18","-94","-0.5","-1"
"AL052016","               EARL","20160805","1800","  "," TS","18.7","-94.7","50","999","2016-08-05","29.814667","19","-95","-0.5","-1"
"AL052016","               EARL","20160806","0","  "," TS","18.9","-95.6","50","999","2016-08-06","29.611427","19","-96","-0.5","-1"
"AL052016","               EARL","20160806","230"," L"," TS","19","-96","50","999","2016-08-06","29.611427","19","-96","-0.5","-1"
"AL052016","               EARL","20160806","600","  "," TS","19","-96.5","45","1004","2016-08-06","29.611427","19","-96","-0.5","-1"
"AL052016","               EARL","20160806","1200","  "," TD","19","-97.5","25","1008","2016-08-06","","19","-98","-0.5","-1"
"AL062016","              FIONA","20160816","1800","  "," TD","12","-32.2","25","1009","2016-08-16","28.2325","12","-32","-0.5","-1"
"AL062016","              FIONA","20160817","0","  "," TD","12.4","-33.6","30","1008","2016-08-17","28.498749","12","-34","-0.5","-1"
"AL062016","              FIONA","20160817","600","  "," TD","12.9","-34.8","30","1008","2016-08-17","27.929375","13","-35","-0.5","-1"
"AL062016","              FIONA","20160817","1200","  "," TS","13.7","-36","35","1007","2016-08-17","27.40375","14","-36","-0.5","-1"
"AL062016","              FIONA","20160817","1800","  "," TS","14.5","-37.3","35","1007","2016-08-17","26.992498","14","-37","-0.5","-1"
"AL062016","              FIONA","20160818","0","  "," TS","15.2","-38.5","35","1007","2016-08-18","27.125624","15","-38","-0.5","-1"
"AL062016","              FIONA","20160818","600","  "," TS","15.7","-39.4","40","1006","2016-08-18","26.474375","16","-39","-0.5","-1"
"AL062016","              FIONA","20160818","1200","  "," TS","16.1","-40.1","40","1006","2016-08-18","26.225","16","-40","-0.5","-1"
"AL062016","              FIONA","20160818","1800","  "," TS","16.5","-40.8","40","1005","2016-08-18","26.321875","16","-41","-0.5","-1"
"AL062016","              FIONA","20160819","0","  "," TS","16.9","-41.5","45","1004","2016-08-19","27.235624","17","-42","-0.5","-1"
"AL062016","              FIONA","20160819","600","  "," TS","17.3","-42.3","45","1004","2016-08-19","27.235624","17","-42","-0.5","-1"
"AL062016","              FIONA","20160819","1200","  "," TS","17.7","-43.1","40","1005","2016-08-19","27.029999","18","-43","-0.5","-1"
"AL062016","              FIONA","20160819","1800","  "," TS","18","-43.9","40","1006","2016-08-19","26.875","18","-44","-0.5","-1"
"AL062016","              FIONA","20160820","0","  "," TS","18.5","-44.9","40","1005","2016-08-20","26.779375","18","-45","-0.5","-1"
